MKZ;Messstellenname;Messstellenart;Ostwert;Nordwert;Messpunkthöhe;Filteroberkante;Filteroberkante (m unter Gelände);Filterunterkante;Filterunterkante (m unter Gelände);Ausbausohle;Geländehöhe;Höhensystem;Beobachtungsbeginn;Beobachtungsende;Analysenbeginn;Analyseende;Grundwasserleiterkomplex;Datenlogger;Grundwasserkörper;Kreis;Datenart;WRRL;WRRL;GEOMETRY;X_EPSG25833;Y_EPSG25833
49481612;Dresden, Mickten, Kötzschenbroder Str. (LTV), GWMS 1612;Grundwasserbeobachtungsrohr;409976.692;5659233.475;110.12;99.62;10.6;96.62;13.6;95.57;110.22;HN;2019;;;;;N;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (409977.476896763 5659233.18372426);409977.4769;5659233.184
49481613;Dresden, Mickten, Washingtonstr. (LTV), GWMS 1613;Grundwasserbeobachtungsrohr;408223.0447;5659410.436;109.83;99.38;10.7;96.38;13.7;95.38;110.08;HN;2019;;;;;N;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (408223.830048839 5659410.13752675);408223.83;5659410.138
49481614;Dresden, Kaditz, Übigauer Straße (LTV), GWMS 1614;Grundwasserbeobachtungsrohr;407205.806;5659619.389;109.49;97.57;12.2;94.57;15.2;93.57;109.77;DHHN2016;2019;;;;;N;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (407206.588810078 5659619.09238527);407206.5888;5659619.092
49482001;Dresden-Mockritz, Quelle Mockritz;Quelle;411983.0078;5652283.998;138;;;;;;138;HN;;;2006;;Weichselkaltzeit (Terrassen);;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;QS;J;ja;POINT (411983.826171383 5652283.68789696);411983.8262;5652283.688
49483516;Dresden-Seevorstadt, Stübelallee;Grundwasserbeobachtungsrohr;413024;5655386;115.11;106.41;7.74;104.15;10;104.15;114.15;NN;1955;;;;;J;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (413023.999999216 5655386.00031988);413024;5655386
49483524;Dresden-Striesen, Pohlandplatz;Schachtbrunnen;415377.75;5655386.31;112.14;;;;;95.07;112.39;HN;###############################################################################################################################################################################################################################################################;;;;;J;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;J;ja;POINT (415377.749999351 5655386.3103199);415377.75;5655386.31
49483595;Dresden-Südvorstadt, hinter Hauptbahnhof, B 3595;Grundwasserbeobachtungsrohr;411198.3668;5654882.958;114.63;105.11;9.76;103.61;11.26;103.61;114.87;HN;1965;;;;;J;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (411199.161807685 5654882.65441932);411199.1618;5654882.654
49483596;Dresden-Seevorstadt, Prager Str., B 3596;Grundwasserbeobachtungsrohr;411343;5655340;109.75;;;;;100.85;114;DHHN92;1968;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (411342.999999105 5655340.00031985);411343;5655340
49483613;Dresden-Löbtau, Bünaustr.;Schachtbrunnen;408752.3504;5655221.853;129.99;;;;;120.32;130.13;NN;1967;;;;Saale 1-Kaltzeit;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (408753.143380466 5655221.53918531);408753.1434;5655221.539
49484004;Dresden-Neustadt, Königstraße;Schachtbrunnen;411951.77;5657500.57;112.25;;;;;102.25;112.25;NN;1968;;;;Weichselkaltzeit (Terrassen);J;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;J;ja;POINT (411951.769999143 5657500.57032049);411951.77;5657500.57
49484007;Dresden-Löbtau, Löbtauer Str., B 224007;Schachtbrunnen;409898.887;5656202.445;115.07;;;;;106.31;114.44;NN;1968;;;;;J;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (409899.692768641 5656202.13724494);409899.6928;5656202.137
49484012;Dresden-Tolkewitz,  HY15/72;Grundwasserbeobachtungsrohr;417080.9891;5653233.577;112.22;99.1;12.2;97.1;14.2;96.1;111.3;NN;1972;;1972;2020;Weichselkaltzeit (Terrassen);J;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (417081.794126306 5653233.26537582);417081.7941;5653233.265
49484032;Dresden-Dobritz;Grundwasserbeobachtungsrohr;416919.09;5652706.68;113.71;100.71;11.91;98.91;13.71;97.6;112.62;NN;1974;;2009;;;J;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (416919.08999943 5652706.68031912);416919.09;5652706.68
49484049;Dresden-Leutewitz, Warthaer Str.;Schachtbrunnen;406648.2222;5657317.035;149.98;;;;;128.07;150.2;NN;1978;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (406649.002754577 5657316.71830738);406649.0028;5657316.718
49484176;Dresden-Wachwitz, PB1/00;Grundwasserbeobachtungsrohr;417296.94;5656014.31;115.29;108.89;5.54;103.44;10.99;103.43;114.43;NN;;;2005;;Saale 1-Kaltzeit;;DESN_EL-1-4;Kreisfreie Stadt Dresden;WS;J;ja;POINT (417296.939999447 5656014.31032009);417296.94;5656014.31
49484215;Dresden, Mickten, An der Flutrinne (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;408689.4099;5659236.226;108.2;;;;;;108.2;HN;2007;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (408690.201991309 5659235.93334902);408690.202;5659235.933
49484357;Dresden-Löbtau, Tharandter Str., 1/93;Grundwasserbeobachtungsrohr;409248.007;5654684.371;123.57;122.12;1.8;114.12;9.8;114.12;123.92;NN;2005;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (409248.81056986 5654684.06013498);409248.8106;5654684.06
49484850;Dresden, Fußweg Erfurter Str. B 48501/2016 (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;411097.24;5658484.43;112.24;99.74;12.5;97.74;14.5;97.24;112.24;HN;2005;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (411097.239999081 5658484.43032077);411097.24;5658484.43
49485304;Dresden-Kaditz, Kläranlage BFB-1/1992;Grundwasserbeobachtungsrohr;407597.9566;5659383.691;112.11;102.91;8.15;100.01;11.05;98.91;111.06;HN;;;2012;;Weichselkaltzeit (Terrassen);;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (407598.739939527 5659383.40342931);407598.7399;5659383.403
49485475_3;Dresden, Löbtauer Str. 70, auf der Wiese uP, B7/3 (Betreiber: Stadtverwaltung Dresden);Messstellenbündel;409494.0516;5655905.568;117;104.13;13.3;102.13;15.3;102.13;117.43;HN;2007;2019;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (409494.852287569 5655905.25941422);409494.8523;5655905.259
49485481_3;Dresden, Hohenthalplatz 1,B19, uP (Betreiber: Stadtverwaltung Dresden);Messstellenbündel;409854.9254;5657089.086;112.23;97.48;15;95.48;17;95.48;112.48;HN;2005;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (409855.717750148 5657088.78281712);409855.7178;5657088.783
49485788;Dresden, Gruna, Grunaer Weg (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;414382.082;5653811.361;117.73;;;;;;117.7;HN;2006;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (414382.878923393 5653811.05668855);414382.8789;5653811.057
49485847;Dresden, Altstadt, Frauenkirche (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;411838.1491;5656346.341;113.7;;;;;;113.7;HN;2006;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (411838.91801196 5656346.06349135);411838.918;5656346.063
49485878;Dresden, GWM HWS-Wand Georg-Treu-Platz (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;411949.1048;5656429.311;112.1;;;;;;112.22;HN;2006;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (411949.874305777 5656429.02936698);411949.8743;5656429.029
49485882;Dresden, Übigau, Scharfenberger Str. (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;408183.2047;5658633.772;110.63;102.71;8;100.71;10;99.71;110.71;HN;2005;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (408183.999519047 5658633.47863353);408183.9995;5658633.479
49485883;Dresden, St. Petersburger Str. 21, DFÜ (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;411654.1108;5655556.77;113.02;101.16;12;99.16;14;98.16;113.16;HN;2005;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (411654.885069336 5655556.48098292);411654.8851;5655556.481
49485884;Dresden, Neustadt, Georgenstr. (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;412376.9217;5657411.919;111.65;;;;;;111.81;HN;2006;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (412377.711305311 5657411.63260604);412377.7113;5657411.633
49485885;Dresden, Johannstadt, Dürerstr.,Güntzstr. DFÜ (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;412927.8043;5656360.859;111.85;99.99;12;97.99;14;96.99;111.99;HN;2005;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (412928.582116234 5656360.54860864);412928.5821;5656360.549
49485886;Dresden, Johannstadt, Steinstr. auf der Wiese, DFÜ (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;412334.1509;5656376.747;111.94;100.07;12;98.07;14;97.07;112.07;HN;2005;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (412334.919796053 5656376.44719758);412334.9198;5656376.447
49485887;Dresden, Neustadt, Staatskanzlei (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;412184.8035;5656844.954;115.03;99.15;16;97.15;18;96.15;115.15;HN;2005;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (412185.583454942 5656844.66108427);412185.5835;5656844.661
49485888;Dresden, Laubegast, Donathstr., Ecke Troppauer Str (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;417994.3251;5653626.694;113.83;102.99;11;100.99;13;99.99;113.99;HN;2005;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (417995.131934242 5653626.40042522);417995.1319;5653626.4
49485890;Dresden, Ostragehege Messe (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;409925.7145;5658314.984;110.65;99.72;11;97.72;13;96.72;110.72;NN;2006;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (409926.509637065 5658314.69168012);409926.5096;5658314.692
49485891;Dresden, Loschwitz, Alte Feuerwache (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;416888.4544;5656390.202;112.2;101.26;11;99.26;13;98.26;112.26;NN;2006;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (416889.257532374 5656389.90380156);416889.2575;5656389.904
49485892;Dresden, Tolkewitz, Salbachstraße (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;417469.754;5654065.948;113.96;104.54;9.6;102.54;11.6;101.54;114.14;NN;2007;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (417470.555513786 5654065.6390369);417470.5555;5654065.639
49485898;Dresden, Trachau, Krankenhaus Neustadt (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;409567.0535;5660796.586;109.7;;;;;;109.7;HN;2006;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (409567.863817953 5660796.30166893);409567.8638;5660796.302
49486001;Dresden-Niedersedlitz, B 1981;Grundwasserbeobachtungsrohr;416507;5651752;120.07;113.07;6.03;110.6;8.5;110.55;119.1;NN;1981;;;;;J;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;J;ja;POINT (416506.999999413 5651752.00031884);416507;5651752
49486336;Radebeul, Friedhofstr. (WBR 33);Bohrbrunnen;406690.2328;5661318.395;106.44;;;;;91.97;105.84;HN;2006;;2002;2005;;J;DESN_EL-1-1-2;Landkreis Meißen;WS;N;nein;POINT (406691.019241885 5661318.11683404);406691.0192;5661318.117
49486563;Dresden-Reick, Oskar-Röder-Str.,  B 1/92;Grundwasserbeobachtungsrohr;415441.918;5652779.385;119.06;110.37;7.7;103.37;14.7;103.37;118.07;NN;1997;;2007;;Saale 1-Kaltzeit;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;J;ja;POINT (415442.716218355 5652779.090807);415442.7162;5652779.091
49486564;Dresden-Seevorstadt, Prager Straße, P1/94;Grundwasserbeobachtungsrohr;411397.34;5655555.51;113.76;110.96;3.03;105.96;8.03;103.89;113.99;NN;2002;;;;;J;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (411397.339999108 5655555.51031992);411397.34;5655555.51
49486565;Dresden, Dr.-Külz-Ring (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;411582.9658;5655839.616;113.88;103.19;11;97.69;16.5;97.19;114.19;HN;1999;;;;;J;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (411583.735896374 5655839.32839224);411583.7359;5655839.328
49486571_1;Dresden-Striesen, HY III/91,Eisenacher Str., oP;Grundwasserbeobachtungsrohr;415955.4609;5655648.621;113.89;108.59;5.66;104.99;9.26;104.75;114.25;NN;;;1999;;Weichselkaltzeit (Terrassen);;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;J;ja;POINT (415956.26467071 5655648.30835229);415956.2647;5655648.308
49486571_3;Dresden-Striesen, HY III/91,Eisenacher Str., uP;Messstellenbündel;415955.4609;5655648.621;113.91;97.65;16.6;95.65;18.6;95.63;114.25;NN;;;2008;;Weichselkaltzeit (Terrassen);;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;J;ja;POINT (415956.26467071 5655648.30835229);415956.2647;5655648.308
49486591;Dresden-Blasewitz, Schillergalerie, Hüblerstraße;Grundwasserbeobachtungsrohr;416108.11;5656174.8;114.5;108.3;5.79;104.5;9.59;104.37;114.09;NN;2000;;;;;J;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (416108.109999389 5656174.80032013);416108.11;5656174.8
49486604;Dresden-Kaditz, Siemens-Technopark, Washingtonstr.,2/99;Grundwasserbeobachtungsrohr;407774.7708;5658584.48;111.81;101.81;9;98.81;12;98.81;110.81;NN;2003;;2003;2009;;J;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (407775.362618396 5658584.59159789);407775.3626;5658584.592
49486609_1;Dresden-Kaditz, Seewiesenweg, Gleinaer Str.,GWM2 o/02;Grundwasserbeobachtungsrohr;407645;5660670;110.44;104.64;5.97;100.94;9.67;100.56;110.61;DHHN2016;2003;;2002;;Weichselkaltzeit (Terrassen);J;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;J;ja;POINT (407644.999998798 5660670.00032138);407645;5660670
49486609_2;Dresden-Kaditz, Seewiesenweg, Gleinaer Str.,GWM2 m/02;Grundwasserbeobachtungsrohr;407647;5660670;110.35;98.65;11.89;94.75;15.79;94.54;110.54;DHHN2016;;;2002;;Weichselkaltzeit (Terrassen);;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;J;ja;POINT (407646.999998799 5660670.00032137);407647;5660670
49486609_3;Dresden-Kaditz, Seewiesenweg, Gleinaer Str.,GWM2 u/02;Grundwasserbeobachtungsrohr;407649;5660670;110.5;94.8;15.8;90.9;19.7;90.5;110.6;DHHN2016;;;2002;;Weichselkaltzeit (Terrassen);;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;J;ja;POINT (407648.999998799 5660670.00032137);407649;5660670
49486610_2;Radebeul,Dresdner Straße ,GWM3 m;Grundwasserbeobachtungsrohr;407955.7229;5660879.573;111.06;101.06;10.08;97.16;13.98;97.13;111.14;NN;;;2003;;Weichselkaltzeit (Terrassen);;DESN_EL-1-1-2;Landkreis Meißen;WS;J;ja;POINT (407956.509243814 5660879.2818901);407956.5092;5660879.282
49486610_3;Radebeul,Dresdner Straße, GWM3 u;Grundwasserbeobachtungsrohr;407954.7233;5660880.572;111;96.6;14.54;92.6;18.54;92.6;111.14;NN;;;2003;;Weichselkaltzeit (Terrassen);;DESN_EL-1-1-2;Landkreis Meißen;WS;J;ja;POINT (407955.509652093 5660880.28149845);407955.5097;5660880.281
49486612;Dresden, Uniklinikum,  P10/95 (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;414447.59;5657001.48;115.18;110.4;4;100.4;14;99.4;114.4;HN;2005;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (414447.589999298 5657001.48032036);414447.59;5657001.48
49486614_2;Dresden-Kaditz, HyD1/03mP;Grundwasserbeobachtungsrohr;407386.5015;5661018.945;108.91;97.91;10.27;94.01;14.17;93.18;108.18;HN;;;2005;;Weichselkaltzeit (Terrassen);;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;J;ja;POINT (407387.298155993 5661018.65086375);407387.2982;5661018.651
49486614_3;Dresden, Kaditz, HyD1/03uP (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;407387.5511;5661017.886;109.33;92.89;15.3;88.89;19.3;88.39;108.19;HN;2005;;2005;;Weichselkaltzeit (Terrassen);;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;J;ja;POINT (407388.347727221 5661017.59127899);407388.3477;5661017.591
49486616_1;Dresden-Kaditz, HyD3/03  OPSerkowitzer Str. Böschungsfuß ;Grundwasserbeobachtungsrohr;406782.0582;5660239.07;107.8;104.2;2.86;100.3;6.76;99.01;107.06;HN;2004;;2005;;Weichselkaltzeit (Terrassen);;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;J;ja;POINT (406782.85351339 5660238.7779521);406782.8535;5660238.778
49486616_2;Dresden-Kaditz, HyD3/03  UPSerkowitzer Str. Böschungsfuß ;Grundwasserbeobachtungsrohr;406781.9183;5660240.249;107.71;99.11;7.93;95.11;11.93;94.44;107.04;HN;;;2005;;Weichselkaltzeit (Terrassen);;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;J;ja;POINT (406782.713579199 5660239.95748128);406782.7136;5660239.957
494868771;Dresden, Altstadt, Kleine Kirchgasse (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;411748.1834;5656185.409;112.71;;;;;;112.84;HN;2007;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (411748.952669007 5656185.1286405);411748.9527;5656185.129
49487001_2;Dresden, Spitzhausstr., R 12-1, B 12/94, (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;407123.111;5660414.039;111.26;97.47;14;95.47;16;95.47;111.47;HN;2005;;2002;2002;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (407123.908507054 5660413.74510191);407123.9085;5660413.745
49487003_2;Dresden, Hubertusplatz, 2-fach, mP, BMNr 8.2/94 (Betreiber: Stadtverwaltung Dresden);Messstellenbündel;410606.1333;5660584.157;110.21;99.47;10.8;97.47;12.8;97.47;110.27;?;2005;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (410606.926296202 5660583.87800692);410606.9263;5660583.878
49487004_1;Dresden-Mickten, Dreyßigpl.,  R14-1/94;Messstellenbündel;409864.2375;5659609.669;110.05;105.76;4.5;101.76;8.5;101.76;110.26;HN;;;2007;;Weichselkaltzeit (Terrassen);;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;J;ja;POINT (409865.035022363 5659609.37413097);409865.035;5659609.374
49487004_2;Dresden-Mickten, Dreyßigpl., R14-2/94;Messstellenbündel;409864.1383;5659609.764;110.16;99.76;10.5;97.76;12.5;97.76;110.26;HN;;;2007;;Weichselkaltzeit (Terrassen);;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;J;ja;POINT (409864.935063193 5659609.4740918);409864.9351;5659609.474
49487004_3;Dresden, Mickten, Dreyßigpl., R14-3/94;Messstellenbündel;409864.7581;5659611.003;110.06;95.76;14.5;93.76;16.5;93.76;110.26;HN;2019;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (409865.55482554 5659610.71359066);409865.5548;5659610.714
49487005_3;Dresden, Moritzburger Str. BMNr 15.1/94, uP (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;410913.5854;5659001.802;111.99;96.81;15.3;94.81;17.3;94.81;112.11;HN;2005;;;;;J;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (410914.38008559 5659001.51861481);410914.3801;5659001.519
49487006_3;Dresden, Großenhainer/Hansastr.,BMNr 16.1/94, uP;Grundwasserbeobachtungsrohr;411629.0534;5658244.703;112.85;93.87;19.1;91.87;21.1;91.87;112.97;HN;2019;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (411629.84749432 5658244.42559904);411629.8475;5658244.426
49487007_3;Dresden Bärnsdorfer/Bärwalder Str.,  BMNr. 9.2/94, uP;Grundwasserbeobachtungsrohr;411796.9493;5659715.361;110.78;90.92;20;88.92;22;88.92;110.92;?;2005;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (411797.742577452 5659715.07572209);411797.7426;5659715.076
49487012_3;Dresden, Alaunplatz, R17.1/94, uP;Grundwasserbeobachtungsrohr;412755.2143;5658391.022;117.1;95.17;22;93.17;24;93.17;117.17;HN;2005;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (412756.008101832 5658390.72766391);412756.0081;5658390.728
49487021;Dresden, Neustadt, Bautzner Str., Sal 03/94 (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;414357.7523;5658005.758;125.19;96.03;29.25;94.09;31.19;94.09;125.28;HN;2005;;2007;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (414358.523667211 5658005.47844985);414358.5237;5658005.478
49487023_2;Dresden, Schwimmhalle Freiberger Straße, uP, L18/94;Messstellenbündel;410608.8126;5656161.983;112.85;102.37;10.6;100.37;12.6;100.37;112.97;HN;2006;;2010;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (410609.608368342 5656161.68751649);410609.6084;5656161.688
49487025_1;Dresden-Altstadt, Budapester Str.;Messstellenbündel;411125.5123;5655764.996;113.87;105.97;8;101.97;12;101.97;113.97;HN;2003;;2007;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (411126.298313157 5655764.70206715);411126.2983;5655764.702
49487026_2;Dresden, Tiergartenstraße, westl. Zoo, uP , L12/94;Grundwasserbeobachtungsrohr;412461.1669;5654715.918;113.7;100.37;13.4;98.37;15.4;98.37;113.77;HN;2019;;2007;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (412461.955117528 5654715.6107381);412461.9551;5654715.611
49487027_2;Dresden, Mittelschule Pfotenhauerstr.,Flst.83/4, L15/94, uP;Grundwasserbeobachtungsrohr;413586.6476;5656818.505;112.17;98.99;13.3;96.99;15.3;96.99;112.29;HN;2005;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (413587.432302209 5656818.20997617);413587.4323;5656818.21
49487028_3;Dresden, Waldpark Blasewitz uP, Tolk10/93;Grundwasserbeobachtungsrohr;415091.3934;5656785.295;114.97;94.94;20.1;92.99;22.05;92.94;115.04;?;2019;;2009;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (415092.179916747 5656784.99071095);415092.1799;5656784.991
49487034_3;Dresden,Ecke Haydnstr./Tittmannstr. BMNI14/94, uP (Betreiber: Stadtverwaltung Dresden);Messstellenbündel;414531.7162;5655622.096;113.32;96.42;17.1;94.42;19.1;94.42;113.52;HN;2005;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (414532.514154528 5655621.80084431);414532.5142;5655621.801
49487036_1;Dresden-Seidnitz, L10-1/94 (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;414737.5427;5653834.749;117.11;110.71;6.5;108.72;8.49;108.71;117.21;NN;;;2006;;Weichselkaltzeit (Terrassen);;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;J;ja;POINT (414738.336882283 5653834.44436387);414738.3369;5653834.444
49487037_2;Dresden, Rosenbergstr., L11/94 uP (B11) (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;414976.4881;5654142.192;115.36;106.07;9.4;105.02;10.45;104.97;115.47;DHHN2016;2005;;2005;2005;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (414977.283833106 5654141.88934052);414977.2838;5654141.889
49487038_2;Dresden, uP,Tol Tolk06/93-1 (Betreiber: Stadtverwaltung Dresden);Messstellenbündel;415812.8794;5654166.376;114.74;99.78;15.2;97.83;17.15;97.78;114.98;HN;2005;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (415813.669356028 5654166.06268632);415813.6694;5654166.063
49487040_3;Dresden, Tolkewitz, uP, Tolk05/93 (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;417413.6949;5653679.231;112.14;97.76;14.6;95.81;16.55;95.76;112.36;?;2005;;2007;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (417414.494716761 5653678.92425706);417414.4947;5653678.924
49487042_1;Dresden, Tolkewitz, Tolk 08/93-1, oP, Pirnaer Landstr. (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;416520.8161;5653046.35;114.9;112.4;2.6;106.45;8.55;106.4;115;HN;2006;;;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (416521.616720328 5653046.04497373);416521.6167;5653046.045
49487043_3;Dresden, Laubegast, 9/94 uP (Betreiber: Stadtverwaltung Dresden);Grundwasserbeobachtungsrohr;417822.5805;5652697.639;114.6;99.56;15.1;97.61;17.05;97.56;114.66;?;2007;;2007;;;;DESN_EL-1-1-2;Kreisfreie Stadt Dresden;WS;N;nein;POINT (417823.382900099 5652697.33364783);417823.3829;5652697.334
